Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
2,female,29,0,1,13529,26.25,Other,S,Yes
2,male,22,1,1,13529,26.25,Other,S,No
2,female,30,1,1,13529,26.25,Other,S,Yes
2,female,44,0,0,13531,10.5,Other,S,Yes
2,female,25,0,0,13534,21,Other,S,No
2,male,24,0,0,13540,10.5,Other,S,No
1,male,37,1,1,13567,79.2,A,C,Yes
1,female,54,1,1,13567,79.2,A,C,Yes
1,female,28.84581882,0,1,13568,49.5,A,C,Yes
1,male,29,1,0,13695,60,A,S,No
1,female,62,1,0,13695,60,A,S,Yes
1,male,30,0,0,13905,26,Other,C,No
2,male,41,0,0,14208,10.5,Other,S,No
2,female,29,0,0,14258,10.5,Other,S,Yes
2,male,28.84581882,0,0,14260,10.5,Other,S,Yes
2,male,30,0,0,14263,10.5,Other,S,No
2,female,35,0,0,14266,10.5,B,S,Yes
2,male,50,0,0,14879,73.5,Other,S,No
2,male,28.84581882,0,0,14879,73.5,Other,S,No
2,male,3,0,0,14879,73.5,Other,S,No
2,male,52,1,0,14879,73.5,Other,S,No
2,male,40,1,0,14879,73.5,Other,S,No
2,male,28.84581882,1,0,14879,73.5,Other,S,No
2,male,36,0,0,14879,73.5,Other,S,No
2,female,16,0,0,14885,10.5,Other,S,Yes
2,male,25,0,0,14888,10.5,Other,S,No
3,male,58,0,0,14973,8.05,Other,S,No
2,male,35,0,0,15185,10.5,Other,S,No
1,female,28.84581882,0,0,16966,134.5,B,C,Yes
1,male,25,0,1,16966,134.5,B,C,Yes
1,male,41,1,1,16966,134.5,B,C,Yes
1,female,37,1,1,16966,134.5,B,C,Yes
1,female,28.84581882,0,0,16966,134.5,B,C,Yes
2,male,63,0,0,17248,10.5,Other,S,No
3,male,45,0,1,17368,3.1708,Other,S,Yes
3,male,28.84581882,0,0,17369,7.1417,Other,S,Yes
1,male,7,1,1,17421,110.8833,A,C,No
1,male,35,0,1,17421,110.8833,A,C,Yes
1,female,65,1,1,17421,110.8833,A,C,Yes
1,male,28,1,0,17453,89.1042,A,C,Yes
1,male,16,0,0,17463,51.8625,B,S,No
1,male,19,1,0,17464,51.8625,B,S,No
1,female,28.84581882,0,0,17465,25.9292,B,S,Yes
1,female,33,0,0,17466,25.9292,B,S,Yes
1,male,30,0,0,17473,26.2875,B,S,Yes
1,male,22,1,0,17474,57,A,S,Yes
1,female,42,1,0,17474,57,A,S,Yes
1,male,22,0,0,17474,26.3875,B,S,Yes
1,male,26,0,0,17475,26.55,Other,S,No
1,male,19,0,0,17475,26.2875,B,S,Yes
1,male,36,0,0,17476,26.2875,B,S,Yes
1,female,24,0,0,17477,69.3,A,C,Yes
1,female,24,0,0,17477,69.3,A,C,Yes
1,female,28.84581882,0,0,17482,49.5042,A,C,Yes
1,female,23.5,0,0,17483,221.7792,A,S,Yes
1,male,2,1,0,17483,221.7792,A,S,No
1,female,28.84581882,1,0,17483,221.7792,A,S,No
1,male,50,1,0,17485,56.9292,A,C,Yes
1,female,28.84581882,0,0,17485,56.9292,B,C,Yes
1,female,28.84581882,0,0,17531,31.6792,A,C,No
1,male,19,0,1,17558,247.5208,A,C,No
1,female,28.84581882,0,1,17558,247.5208,A,C,Yes
1,female,28.84581882,1,1,17558,247.5208,A,C,Yes
1,male,0.92,0,0,17562,27.7208,B,C,No
1,female,28.84581882,0,0,17569,146.5208,A,C,Yes
1,male,17,1,0,17569,146.5208,A,C,No
1,male,30,1,0,17572,76.7292,B,C,Yes
1,female,30,1,0,17572,76.7292,B,C,Yes
1,male,24,0,0,17572,76.7292,B,C,Yes
1,male,18,0,0,17580,29.7,A,C,No
1,male,26,0,1,17582,153.4625,A,S,No
1,female,28,0,1,17582,153.4625,A,S,Yes
1,female,43,0,0,17582,153.4625,A,S,Yes
1,male,26,0,0,17585,79.2,Other,C,No
1,male,24,0,0,17590,50.4958,A,S,No
1,male,54,0,0,17591,50.4958,A,C,No
1,female,31,0,1,17592,39.4,B,S,Yes
1,female,40,0,1,17592,39.4,B,S,Yes
1,male,22,0,0,17593,79.2,A,C,No
1,male,27,0,0,17593,79.2,A,C,No
1,male,30,0,0,17594,29.7,A,C,Yes
1,female,22,0,0,17595,28.7125,A,C,No
1,male,28.84581882,0,1,17596,29.7,A,C,No
1,male,36,0,1,17597,61.3792,Other,C,No
1,male,61,0,1,17597,61.3792,Other,C,Yes
1,male,36,1,0,17599,71.2833,A,C,No
1,female,31,1,0,17599,71.2833,A,C,Yes
1,male,16,0,0,17601,27.7208,Other,C,No
1,male,28.84581882,1,0,17603,59.4,Other,C,No
1,female,45.5,1,0,17603,59.4,Other,C,Yes
1,male,38,1,0,17604,82.1708,Other,C,No
1,female,16,0,0,17606,27.4458,Other,C,Yes
1,female,28.84581882,0,0,17608,262.375,Other,C,Yes
1,female,28.84581882,0,0,17608,262.375,A,C,Yes
1,male,29,1,1,17608,262.375,A,C,Yes
1,female,41,1,1,17608,262.375,A,C,Yes
1,female,45,1,1,17608,262.375,A,C,Yes
1,male,45,1,1,17608,262.375,A,C,No
1,female,2,1,1,17608,262.375,A,C,Yes
1,male,24,0,0,17609,49.5042,Other,C,No
1,female,28,0,0,17610,27.7208,A,C,Yes
1,male,25,1,0,17611,133.65,Other,S,Yes
1,female,36,0,0,17613,27.7208,A,C,Yes
1,male,24,0,0,17754,34.6542,A,C,No
1,male,40,0,1,17755,512.3292,A,C,Yes
1,female,28.84581882,0,1,17755,512.3292,A,C,Yes
1,male,3,0,0,17755,512.3292,A,C,Yes
1,female,42,0,0,17755,512.3292,Other,C,Yes
1,female,23,1,1,17756,83.1583,B,C,Yes
1,male,28.84581882,1,1,17756,83.1583,B,C,No
1,female,15,0,1,17756,83.1583,B,C,Yes
1,male,25,1,0,17757,227.525,A,C,No
1,female,28.84581882,1,0,17757,227.525,A,C,Yes
1,female,28,0,0,17757,227.525,Other,C,Yes
1,female,22,0,0,17757,227.525,A,C,Yes
1,female,38,0,0,17758,108.9,A,C,Yes
1,male,28.84581882,1,0,17758,108.9,A,C,No
1,female,28.84581882,1,0,17758,108.9,A,C,Yes
1,male,40,0,1,17759,63.3583,B,C,Yes
1,female,29,0,1,17759,63.3583,B,C,Yes
1,female,45,0,0,17760,135.6333,A,S,Yes
1,male,35,0,0,17760,135.6333,Other,C,No
1,female,28.84581882,0,0,17760,135.6333,A,C,Yes
1,female,30,0,0,17760,135.6333,A,C,Yes
1,male,60,1,0,17761,106.425,A,C,No
1,female,28.84581882,1,0,17761,106.425,A,C,Yes
1,female,28.84581882,0,0,17761,106.425,Other,C,Yes
1,male,24,0,0,17764,30.6958,A,C,No
1,male,25,1,0,17765,27.7208,B,C,Yes
3,male,18,0,0,18509,8.05,Other,S,No
2,male,19,0,0,18723,10.5,Other,S,No
1,female,22,0,0,19877,78.85,Other,S,Yes
1,male,3,1,0,19877,78.85,A,S,No
1,female,28.84581882,1,0,19877,78.85,A,S,Yes
1,male,22,0,0,19924,26,Other,S,No
1,male,27,1,0,19928,90,A,Q,No
1,female,20,1,0,19928,90,A,Q,Yes
1,female,19,1,0,19928,90,A,Q,Yes
1,male,42,1,0,19943,90,A,S,Yes
1,female,1,1,0,19943,90,A,S,Yes
1,female,32,1,1,19950,263,A,S,Yes
1,female,35,1,1,19950,263,A,S,Yes
1,female,28.84581882,1,1,19950,263,A,S,Yes
1,male,18,1,1,19950,263,A,S,No
1,male,1,1,1,19950,263,A,S,No
3,male,43,0,0,347078,7.75,Other,S,No
3,male,10,0,0,347079,7.775,Other,S,Yes
3,male,52,0,1,347080,14.4,Other,S,No
3,male,27,1,1,347080,14.4,Other,S,No
3,female,38,1,1,347080,14.4,Other,S,No
3,female,27,0,0,347081,7.75,Other,S,Yes
3,male,2,1,1,347082,31.275,Other,S,No
3,female,28.84581882,1,1,347082,31.275,Other,S,No
3,female,28.84581882,1,1,347082,31.275,Other,S,No
3,female,1,1,1,347082,31.275,Other,S,No
3,female,28.84581882,1,1,347082,31.275,Other,S,No
3,male,62,1,1,347082,31.275,Other,S,No
3,female,15,1,1,347082,31.275,Other,S,No
3,male,0.83,1,0,347083,7.775,Other,S,Yes
3,female,28.84581882,0,0,347085,7.775,Other,S,Yes
3,female,23,0,0,347086,7.775,Other,S,No
3,female,18,0,0,347087,7.775,Other,S,No
3,male,39,1,1,347088,27.9,Other,S,No
3,male,21,1,1,347088,27.9,Other,S,No
3,female,28.84581882,1,1,347088,27.9,Other,S,No
3,female,32,1,1,347088,27.9,Other,S,No
3,male,28.84581882,1,1,347088,27.9,Other,S,No
3,female,20,1,1,347088,27.9,Other,S,No
3,male,16,0,0,347089,6.975,Other,S,Yes
3,male,30,0,0,347090,7.75,Other,S,No
3,female,34.5,1,1,347091,7.775,Other,S,No
3,male,17,0,0,347464,7.8542,Other,S,No
3,male,42,0,0,347465,7.8542,Other,S,No
3,male,28.84581882,0,0,347466,7.8542,Other,S,No
3,male,35,0,0,347467,7.8542,Other,S,No
3,male,28,0,0,347468,7.8542,Other,S,No
3,female,28.84581882,0,0,347469,7.8542,Other,S,Yes
3,female,4,0,0,347470,7.8542,Other,S,Yes
3,female,74,0,0,347471,7.8542,Other,S,No
3,male,9,1,1,347742,11.1333,Other,S,Yes
3,female,16,1,1,347742,11.1333,Other,S,Yes
3,female,44,0,1,347742,11.1333,Other,S,Yes
3,male,18,0,0,347743,7.0542,Other,S,No
3,male,45,0,0,348121,7.65,B,S,No
3,male,51,0,0,348122,7.65,B,S,Yes
3,male,24,0,0,348123,7.65,B,S,No
3,male,28.84581882,0,0,348124,7.65,B,S,No
3,female,41,0,0,348125,7.65,Other,S,Yes
3,male,21,0,0,349202,7.8958,Other,S,No
3,male,48,0,0,349203,7.8958,Other,S,No
3,male,28.84581882,0,0,349204,7.8958,Other,S,No
3,male,24,0,0,349205,7.8958,Other,S,No
3,male,42,0,0,349206,7.8958,Other,S,No
3,male,27,0,0,349207,7.8958,Other,S,No
3,male,31,0,0,349209,7.4958,Other,S,No
3,male,28.84581882,0,0,349210,7.4958,Other,S,No
3,male,4,0,0,349211,7.8958,Other,S,No
3,male,26,0,0,349212,7.8958,Other,S,No
3,male,47,0,0,349213,7.8958,Other,C,No
3,male,33,0,0,349219,7.8958,Other,S,No
3,male,47,0,0,349224,7.8958,Other,S,No
3,male,28,0,0,349226,7.8958,Other,S,No
3,male,15,0,0,349228,10.1708,Other,S,No
3,male,20,0,0,349229,7.8958,Other,S,No
3,male,19,0,0,349230,7.8958,Other,S,No
3,male,28.84581882,0,0,349231,7.8958,Other,S,No
3,male,56,0,0,349232,7.8958,Other,S,No
3,male,25,0,0,349233,7.8958,Other,S,No
3,female,33,0,0,349236,8.85,Other,S,No
3,male,22,1,0,349237,17.8,Other,S,No
3,female,28,1,0,349237,17.8,Other,S,No
3,male,25,0,0,349239,8.6625,Other,C,No
3,male,39,0,0,349240,7.8958,Other,C,Yes
3,male,27,0,0,349241,7.8958,Other,C,No
3,male,19,0,0,349242,7.8958,Other,S,No
3,male,28.84581882,0,0,349243,7.8958,Other,S,No
3,female,26,0,0,349244,8.6833,Other,S,Yes
3,female,32,0,0,349245,7.8958,Other,S,No
3,male,30,0,0,349246,7.8958,Other,S,No
3,male,36,0,0,349247,7.8958,Other,S,No
3,male,26,0,0,349248,7.8958,Other,S,No
3,male,38,0,0,349249,7.8958,Other,S,No
3,male,25,0,0,349250,7.8958,Other,S,No
3,male,40,0,0,349251,7.8958,Other,S,No
3,male,22,0,0,349252,7.8958,Other,S,No
3,female,4,0,1,349256,13.4167,Other,C,Yes
3,male,39,0,1,349256,13.4167,Other,C,Yes
3,male,33,0,0,349257,7.8958,Other,S,No
3,male,28,1,0,3101279,15.85,Other,S,No
3,female,24,1,0,3101279,15.85,Other,S,Yes
3,female,41,0,1,3101295,39.6875,Other,S,No
3,female,22,0,0,3101295,39.6875,Other,S,No
3,male,39,0,0,3101296,7.925,Other,S,No
3,female,29,0,0,3101297,7.925,Other,S,No
3,female,2,0,1,3101298,12.2875,Other,S,Yes
3,female,22,1,1,3101298,12.2875,Other,S,Yes
3,male,38,0,0,3101306,7.05,Other,S,No
3,male,20,0,0,3101307,7.05,Other,S,No
3,male,23,0,0,3101309,7.05,Other,S,No
3,male,35,0,0,3101310,7.05,Other,S,No
3,male,24,0,0,3101311,7.05,Other,S,No
3,male,25,0,0,3101312,7.05,Other,S,No
3,male,0.75,1,1,3101315,13.775,Other,S,No
3,female,3,1,1,3101315,13.775,Other,S,No
3,female,26,0,1,3101315,13.775,Other,S,No
3,male,21,0,0,3101317,7.25,Other,S,No
3,male,26,0,0,23568,8.05,Other,S,No
2,male,21,1,0,24065,26,Other,S,No
2,female,28,1,0,24065,26,Other,S,No
1,female,20,0,0,24160,211.3375,A,S,Yes
1,female,34,0,0,24160,211.3375,Other,S,Yes
1,female,51,0,1,24160,211.3375,A,S,Yes
1,female,3,0,1,24160,211.3375,A,S,Yes
2,male,21,0,0,24579,10.5,Other,S,No
2,male,28.84581882,0,0,24580,10.5,Other,S,No
2,female,28.84581882,1,1,26360,26,Other,S,Yes
2,female,28.84581882,1,1,26360,26,Other,S,Yes
2,female,33,0,1,26360,26,Other,S,Yes
2,male,28.84581882,1,0,26707,26,Other,S,No
2,female,44,1,0,26707,26,Other,S,Yes
1,male,28.84581882,0,0,27042,30,A,S,Yes
2,female,34,0,0,27267,13,B,S,Yes
2,female,18,0,0,27849,13,Other,S,Yes
2,male,30,0,0,28004,10.5,Other,S,No
2,male,10,0,0,28034,10.5,Other,S,Yes
2,male,28.84581882,1,0,28133,11.5,Other,S,No
2,male,21,1,0,28134,11.5,Other,S,No
2,male,29,0,0,28206,10.5,Other,S,No
2,male,28,0,0,28213,13,Other,S,No
2,male,18,0,1,28220,32.5,Other,S,Yes
2,male,28.84581882,1,1,28220,32.5,Other,S,No
2,female,28,1,1,28220,32.5,Other,S,Yes
2,male,19,0,0,28221,13,Other,S,No
2,male,28.84581882,0,0,28228,13,Other,S,No
2,male,32,0,0,28403,26,Other,S,No
2,male,28,0,0,28403,26,Other,S,No
2,female,28.84581882,0,0,28404,13,Other,S,Yes
2,male,42,0,0,28424,13,Other,S,No
2,male,17,0,0,28425,13,Other,S,No
3,male,39,0,0,21440,8.05,Other,S,No
2,female,50,0,0,28551,13,B,S,Yes
2,male,14,1,0,28664,21,Other,S,No
2,male,21,1,0,28664,21,Other,S,No
2,male,24,0,0,28665,10.5,Other,S,No
2,male,64,1,0,28666,10.5,Other,S,No
2,male,31,0,0,29011,14,Other,S,No
2,male,45,1,0,29037,26,Other,S,No
2,female,20,1,0,29037,26,Other,S,No
2,male,25,1,1,29103,23,Other,S,Yes
2,female,28,1,1,29103,23,Other,S,Yes
2,female,28.84581882,0,1,29103,23,Other,S,Yes
2,male,4,1,1,29104,11.5,Other,S,No
2,female,13,1,1,29105,23,Other,S,Yes
2,male,0.75,0,0,31030,10.5,Other,S,No
2,male,28.84581882,1,0,31352,21,Other,S,No
2,female,38,0,0,31352,21,Other,S,Yes
3,female,33,0,0,31416,8.05,Other,S,Yes
2,female,23,0,0,31418,13,Other,S,Yes
2,female,22,0,1,31921,26.25,Other,S,Yes
2,male,28.84581882,1,1,31921,26.25,Other,S,No
2,female,34,1,1,31921,26.25,Other,S,Yes
2,male,29,0,0,33111,10.5,Other,S,No
2,male,22,1,1,33112,36.75,Other,S,Yes
2,female,2,0,1,33112,36.75,Other,S,Yes
2,male,9,1,1,33112,36.75,Other,S,No
2,female,28.84581882,0,0,33112,36.75,Other,S,Yes
2,female,50,0,0,33595,15.75,Other,S,Yes
2,female,63,0,0,33595,15.75,Other,S,Yes
1,male,25,1,1,33638,81.8583,A,S,Yes
1,male,28.84581882,0,1,33638,81.8583,A,S,Yes
1,female,35,1,1,33638,81.8583,A,S,Yes
2,male,58,0,0,34050,10.5,Other,S,No
2,male,30,0,0,34068,10.5,Other,S,No
2,female,9,0,0,34218,10.5,B,S,Yes
2,female,28.84581882,0,0,34260,10.5,B,S,Yes
2,male,21,0,0,34644,12.7375,Other,C,Yes
2,female,55,1,1,34651,27.75,Other,S,Yes
2,female,71,1,1,34651,27.75,Other,S,Yes
2,male,21,1,1,34651,27.75,Other,S,No
2,female,28.84581882,1,1,34651,27.75,Other,S,Yes
1,female,54,1,0,35273,113.275,B,C,Yes
1,female,28.84581882,1,0,35273,113.275,B,C,Yes
1,female,28.84581882,0,1,111361,57.9792,A,C,Yes
1,female,22,0,1,111361,57.9792,A,C,Yes
1,male,36,0,0,111369,30,A,C,Yes
1,male,9,0,0,111426,26.55,Other,C,Yes
1,male,11,0,0,111428,26.55,Other,S,Yes
1,male,32,0,0,112050,0,A,S,No
1,female,50,0,0,112053,30,A,S,Yes
1,male,64,0,0,112058,0,A,S,Yes
1,male,19,0,0,112059,0,A,S,No
1,male,28.84581882,1,1,113503,211.5,A,C,No
1,male,24,0,1,113503,211.5,A,C,No
1,female,19,1,1,113503,211.5,A,C,Yes
1,female,29,0,1,113505,55,B,S,Yes
1,female,28.84581882,0,1,113509,61.9792,A,C,Yes
1,male,32,0,1,113509,61.9792,A,C,No
1,male,62,0,0,113514,26.55,A,S,No
1,female,53,0,0,113572,80,A,S,Yes
1,female,36,0,0,113572,80,A,S,Yes
1,male,28.84581882,1,1,113760,120,A,S,Yes
1,female,16,1,1,113760,120,A,S,Yes
1,male,19,1,1,113760,120,A,S,Yes
1,female,34,1,1,113760,120,A,S,Yes
1,male,39,1,0,113773,53.1,B,S,No
1,female,28.84581882,1,0,113773,53.1,B,S,Yes
1,male,32,1,0,113776,66.6,A,S,No
1,female,25,1,0,113776,66.6,A,S,Yes
1,male,52,0,0,113787,30.5,A,S,No
1,male,47,0,0,113788,35.5,A,S,Yes
1,male,28.84581882,1,0,113789,52,Other,S,No
1,female,37,1,0,113789,52,Other,S,Yes
1,male,36,0,0,113790,26.55,Other,S,No
1,male,28.84581882,0,0,113792,26.55,Other,S,No
1,male,49,0,0,113794,26.55,Other,S,Yes
1,female,28.84581882,0,0,113795,26.55,Other,S,Yes
1,male,49,0,0,113796,42.4,Other,S,No
1,female,24,0,0,113798,31,Other,C,Yes
1,male,28.84581882,0,0,113800,26.55,Other,S,No
1,male,28.84581882,0,0,113801,45.5,Other,S,No
2,female,4,1,1,220845,65,Other,S,Yes
2,male,26,0,0,220845,65,Other,S,No
2,female,27,0,0,223596,13.5,Other,S,Yes
2,male,42,1,0,226875,26,Other,S,No
2,female,20,1,0,226875,26,Other,S,Yes
2,male,21,1,0,228414,26,Other,S,No
2,female,21,1,0,228414,26,Other,S,Yes
2,male,61,0,0,229236,13,Other,S,No
2,male,57,1,1,230080,26,B,S,Yes
2,male,21,1,1,230080,26,B,S,Yes
2,male,28.84581882,0,0,236171,13,Other,S,No
2,female,23,0,0,236852,13,Other,S,Yes
2,female,28.84581882,1,0,236853,26,Other,S,Yes
2,male,18,1,0,236853,26,Other,S,No
2,male,21,0,0,236854,13,Other,S,No
2,male,28.84581882,0,0,237216,13.5,Other,S,No
2,female,18,0,0,237249,13,Other,S,No
2,male,24,0,0,237393,13,Other,S,No
2,male,28.84581882,0,0,237442,13.5,Other,S,No
2,male,32,0,0,237565,15,Other,S,No
2,female,23,0,0,237668,13,Other,S,Yes
2,male,58,0,0,237670,13,Other,S,No
2,female,50,0,0,237671,13,Other,S,No
2,male,40,0,0,237734,15.0458,Other,C,No
2,male,47,1,0,237736,30.0708,Other,C,No
2,female,36,1,0,237736,30.0708,Other,C,Yes
2,female,20,1,1,237789,30,Other,S,Yes
2,female,32,0,1,237789,30,Other,S,Yes
2,male,25,0,0,237798,13,Other,S,Yes
2,male,28.84581882,0,0,239059,16,Other,S,No
2,male,43,0,0,239865,26,Other,S,No
2,male,28.84581882,0,0,239865,26,Other,S,No
2,male,40,0,0,240276,9.6875,Other,Q,No
2,female,31,0,0,240929,12.65,Other,S,Yes
2,male,70,0,0,242963,13,Other,S,No
2,male,31,1,0,243847,27,Other,S,No
2,female,39,0,0,248747,13,Other,S,No
2,male,45,0,0,250643,13,Other,S,No
2,female,42,0,1,250644,19.5,Other,S,Yes
2,female,22,0,1,250644,19.5,Other,S,Yes
2,male,28.84581882,0,0,250646,13,Other,S,No
2,male,24,0,0,250647,13,Other,S,No
2,male,28.84581882,0,0,250647,13,Other,S,No
2,female,48,0,0,250648,13,Other,S,Yes
2,male,29,1,1,250649,14.5,Other,S,Yes
2,female,52,0,1,250649,14.5,Other,S,Yes
2,female,19,1,1,250650,13,Other,S,No
2,female,38,1,1,250651,26,Other,S,No
2,male,27,1,1,250651,26,Other,S,No
2,female,28.84581882,0,1,250652,13,Other,S,Yes
2,male,33,0,0,250653,13,Other,S,No
2,male,6,0,0,250655,26,Other,S,No
2,female,17,0,0,250655,26,Other,S,Yes
3,male,34,0,0,312992,7.775,Other,S,No
3,male,50,0,0,315082,7.875,Other,S,No
3,male,27,0,0,315083,8.6625,Other,S,No
