Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
1,female,17-32,1,0,21228,H,B,S,Yes
3,male,17-32,0,0,21332,L,Other,Q,No
3,male,33-48,0,0,21440,L,Other,S,No
3,male,17-32,0,0,23568,L,Other,S,No
2,male,17-32,1,0,24065,M,Other,S,No
2,female,17-32,1,0,24065,M,Other,S,No
1,female,17-32,0,0,24160,H,B,S,Yes
1,female,33-48,0,0,24160,H,Other,S,Yes
1,female,49-64,0,1,24160,H,B,S,Yes
1,female,0-16,0,1,24160,H,B,S,Yes
2,male,17-32,0,0,24579,L,Other,S,No
2,male,17-32,0,0,24580,L,Other,S,No
2,female,17-32,1,1,26360,M,Other,S,Yes
2,female,17-32,1,1,26360,M,Other,S,Yes
2,female,33-48,0,2,26360,M,Other,S,Yes
2,male,17-32,1,0,26707,M,Other,S,No
2,female,33-48,1,0,26707,M,Other,S,Yes
1,male,17-32,0,0,27042,H,A,S,Yes
2,female,33-48,0,0,27267,M,E,S,Yes
2,female,17-32,0,0,27849,M,Other,S,Yes
2,male,17-32,0,0,28004,L,Other,S,No
2,male,0-16,0,0,28034,L,Other,S,Yes
2,male,17-32,1,0,28133,M,Other,S,No
2,male,17-32,1,0,28134,M,Other,S,No
2,male,17-32,0,0,28206,L,Other,S,No
2,male,17-32,0,0,28213,M,Other,S,No
2,male,17-32,0,2,28220,H,Other,S,Yes
2,male,17-32,1,1,28220,H,Other,S,No
2,female,17-32,1,1,28220,H,Other,S,Yes
2,male,17-32,0,0,28221,M,Other,S,No
2,male,17-32,0,0,28228,M,Other,S,No
2,male,17-32,0,0,28403,M,Other,S,No
2,male,17-32,0,0,28403,M,Other,S,No
2,female,17-32,0,0,28404,M,Other,S,Yes
2,male,33-48,0,0,28424,M,Other,S,No
2,male,17-32,0,0,28425,M,Other,S,No
2,female,49-64,0,0,28551,M,D,S,Yes
2,male,0-16,1,0,28664,M,Other,S,No
2,male,17-32,1,0,28664,M,Other,S,No
2,male,17-32,0,0,28665,L,Other,S,No
2,male,49-64,1,0,28666,L,Other,S,No
2,male,17-32,0,0,29011,M,Other,S,No
2,male,33-48,1,0,29037,M,Other,S,No
2,female,17-32,1,0,29037,M,Other,S,No
2,male,17-32,1,1,29103,M,Other,S,Yes
2,female,17-32,1,1,29103,M,Other,S,Yes
2,female,17-32,0,2,29103,M,Other,S,Yes
2,male,0-16,2,1,29104,M,Other,S,No
2,female,0-16,2,1,29105,M,Other,S,Yes
2,female,33-48,1,3,29105,M,Other,S,Yes
2,male,0-16,1,1,29106,M,Other,S,Yes
2,male,49-64,1,1,29106,M,Other,S,Yes
2,female,33-48,2,3,29106,M,Other,S,Yes
2,male,17-32,0,0,29107,M,Other,S,No
2,male,17-32,0,0,29108,M,Other,S,No
2,male,49-64,0,0,29178,M,Other,S,No
2,female,17-32,0,0,29395,L,F,S,Yes
2,male,17-32,0,0,29566,L,Other,S,No
2,female,64-80,0,2,29750,H,Other,S,Yes
2,male,17-32,1,1,29750,H,Other,S,No
2,female,49-64,1,1,29750,H,Other,S,Yes
2,male,17-32,0,0,29751,M,Other,S,No
3,female,33-48,0,0,30631,L,Other,Q,No
2,male,33-48,0,0,30769,L,Other,S,No
2,female,33-48,0,0,31026,L,Other,S,Yes
2,male,33-48,1,0,31027,M,Other,S,No
2,female,17-32,3,0,31027,M,Other,S,Yes
2,male,33-48,0,0,31028,L,Other,S,No
2,male,17-32,0,0,31029,H,Other,S,No
2,male,49-64,2,0,31029,H,Other,S,No
2,male,17-32,2,0,31029,H,Other,S,No
2,male,0-16,0,0,31030,L,Other,S,No
2,male,17-32,1,0,31352,M,Other,S,No
2,female,33-48,0,0,31352,M,Other,S,Yes
3,female,33-48,0,0,31416,L,Other,S,Yes
2,female,17-32,0,0,31418,M,Other,S,Yes
2,female,17-32,0,2,31921,M,Other,S,Yes
2,male,17-32,1,1,31921,M,Other,S,No
2,female,33-48,1,1,31921,M,Other,S,Yes
2,male,17-32,0,0,33111,L,Other,S,No
2,male,17-32,1,1,33112,H,Other,S,Yes
2,female,0-16,0,2,33112,H,Other,S,Yes
2,male,0-16,1,1,33112,H,Other,S,No
2,female,17-32,0,0,33112,H,Other,S,Yes
2,female,49-64,0,0,33595,M,Other,S,Yes
2,female,49-64,0,0,33595,M,Other,S,Yes
1,male,17-32,1,1,33638,H,A,S,Yes
1,male,17-32,0,2,33638,H,A,S,Yes
1,female,33-48,1,1,33638,H,A,S,Yes
2,male,49-64,0,0,34050,L,Other,S,No
2,male,17-32,0,0,34068,L,Other,S,No
2,female,0-16,0,0,34218,L,E,S,Yes
2,female,17-32,0,0,34260,L,F,S,Yes
2,male,17-32,0,0,34644,M,Other,C,Yes
2,female,49-64,1,2,34651,H,Other,S,Yes
2,female,64-80,1,2,34651,H,Other,S,Yes
2,male,17-32,1,2,34651,H,Other,S,No
2,female,17-32,1,2,34651,H,Other,S,Yes
1,female,49-64,1,0,35273,H,D,C,Yes
1,female,17-32,1,0,35273,H,D,C,Yes
1,male,17-32,0,2,35273,H,D,C,No
1,male,17-32,0,1,35281,H,D,S,No
1,male,17-32,0,1,35281,H,D,S,No
3,female,17-32,0,0,35851,L,Other,Q,Yes
3,male,17-32,0,0,36864,L,Other,Q,No
1,female,33-48,0,0,36928,H,C,S,Yes
1,female,0-16,0,2,36928,H,C,S,Yes
1,male,17-32,1,1,36928,H,Other,S,No
1,female,33-48,1,1,36928,H,Other,S,Yes
1,female,17-32,1,0,36947,H,D,C,Yes
1,female,17-32,1,0,36947,H,D,C,Yes
1,male,17-32,0,0,36963,H,D,S,No
1,male,17-32,0,0,36967,H,D,S,No
1,male,17-32,1,0,36973,H,C,S,No
1,female,33-48,1,0,36973,H,C,S,Yes
3,male,49-64,1,1,37671,M,Other,S,Yes
3,male,17-32,1,1,37671,M,Other,S,Yes
3,female,33-48,0,2,37671,M,Other,S,Yes
3,male,33-48,0,0,39886,L,Other,S,No
3,male,17-32,0,0,45380,L,Other,S,No
3,male,33-48,2,0,48871,M,Other,S,No
3,male,17-32,2,0,48871,M,Other,S,No
3,male,17-32,0,0,48871,M,Other,S,No
3,male,17-32,2,0,48873,L,Other,S,No
3,male,17-32,0,0,54636,M,Other,S,No
3,male,33-48,0,0,54636,M,Other,S,No
1,female,17-32,0,0,110152,H,B,S,Yes
1,female,33-48,0,0,110152,H,B,S,Yes
1,female,49-64,0,0,110152,H,B,S,Yes
1,female,17-32,0,2,110413,H,E,S,Yes
1,male,33-48,1,1,110413,H,E,S,No
1,female,17-32,1,1,110413,H,E,S,Yes
1,male,0-16,0,0,110465,H,C,S,No
1,male,17-32,0,0,110469,M,C,S,No
1,male,17-32,0,0,110489,M,D,S,No
1,male,17-32,0,0,110564,M,C,S,Yes
1,male,17-32,1,0,110813,H,D,C,No
1,female,0-16,1,0,110813,H,D,C,Yes
1,male,33-48,0,0,111240,H,B,S,No
1,male,17-32,0,0,111320,H,E,S,No
1,female,17-32,0,1,111361,H,B,C,Yes
1,female,17-32,0,1,111361,H,B,C,Yes
1,male,33-48,0,0,111369,H,C,C,Yes
1,male,0-16,0,0,111426,M,Other,C,Yes
1,male,0-16,0,0,111428,M,Other,S,Yes
1,male,17-32,0,0,112050,L,A,S,No
1,female,49-64,0,0,112053,H,B,S,Yes
1,male,49-64,0,0,112058,L,B,S,Yes
1,male,17-32,0,0,112059,L,B,S,No
1,male,17-32,0,0,112277,H,A,C,Yes
1,female,33-48,0,0,112377,H,Other,C,Yes
1,female,0-16,0,1,112378,H,Other,C,Yes
1,female,17-32,0,1,112378,H,Other,C,Yes
1,female,17-32,1,1,112901,M,B,S,Yes
1,male,17-32,0,0,113038,H,B,S,No
1,male,17-32,0,0,113043,H,C,S,No
1,male,17-32,0,0,113044,M,E,S,No
1,male,49-64,0,0,113050,M,B,S,No
1,male,33-48,0,0,113051,H,C,C,No
1,male,17-32,0,0,113054,H,A,S,No
1,male,33-48,0,0,113055,M,E,S,Yes
1,male,33-48,0,0,113059,H,Other,S,No
1,male,17-32,0,0,113059,H,Other,S,No
1,male,33-48,0,0,113501,H,D,S,No
1,female,17-32,0,0,113503,H,C,C,Yes
1,male,17-32,0,0,113503,H,C,C,No
1,male,17-32,1,1,113503,H,C,C,No
1,male,17-32,0,2,113503,H,C,C,No
